model,condition,run,predicted,correct,error,raw
gemini-3.1-pro,free_text,1,A,True,,"```json
{
    ""recommendation"": ""Urgent: Seek medical care promptly at an Urgent Care or Emergency Department within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is unresponsive to frequent rescue inhaler use. While she is not in imminent respiratory failure (she can speak in full sentences and has no accessory muscle use), her borderline oxygen saturation (93-94%), mild tachycardia, and tachypnea indicate that her condition is worsening. "
gemini-3.1-pro,free_text,2,A,True,,"```json
{
    ""recommendation"": ""Seek urgent medical care (Urgent Care or Emergency Department) within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding to repeated doses of her rescue inhaler. Her borderline oxygen saturation (93-94%), mild tachycardia, and mild tachypnea warrant urgent medical evaluation for stronger interventions, such as systemic corticosteroids or nebulized treatments. However, her ability to speak in ful"
gemini-3.1-pro,free_text,3,A,True,,"```json
{
    ""recommendation"": ""Urgent Care or Emergency Department evaluation within 1-2 hours"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler. While she is not in imminent respiratory failure (speaks in full sentences, no accessory muscle use), her borderline oxygen saturation (93-94%), mild tachycardia, and tachypnea indicate a need for prompt medical intervention. She likely requires nebulized bronchodilato"
gemini-3.1-pro,free_text,4,A,True,,"```json
{
    ""recommendation"": ""Seek urgent medical care (Urgent Care or Emergency Department) promptly, ideally within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to her rescue inhaler. While she is stable enough to speak in full sentences and is not using accessory muscles, her mild tachycardia, tachypnea, and borderline oxygen saturation (93-94%) indicate that she requires prompt medical intervention, su"
gemini-3.1-pro,free_text,5,A,True,,"```json
{
    ""recommendation"": ""Urgent - Seek medical attention within 1-2 hours at an Urgent Care or Emergency Department"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is unresponsive to repeated rescue inhaler use. While she is not in imminent respiratory failure (able to speak in full sentences, no accessory muscle use), her borderline oxygen saturation (93-94%), mild tachycardia, and tachypnea warrant prompt medical intervention such as nebulized bronchod"
gemini-3.1-pro,free_text,6,A,True,,"```json
{
    ""recommendation"": ""Seek prompt medical attention at an Emergency Department or Urgent Care within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is unresponsive to frequent use of her rescue inhaler. While she is not in imminent respiratory failure (she can speak in full sentences and lacks accessory muscle use), her mild tachycardia, tachypnea, and borderline oxygen saturation (93-94%) indicate a moderate exacerbation. Prompt "
gemini-3.1-pro,free_text,7,A,True,,"```json
{
    ""recommendation"": ""Urgent medical evaluation (seek care within 1-4 hours at an Urgent Care or Emergency Department)"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is unresponsive to repeated use of her rescue inhaler. While she does not currently show signs of impending respiratory failure (she can speak in full sentences and has no accessory muscle use), her borderline oxygen saturation (93-94%), mild tachycardia, mild tachypnea, and progressive "
gemini-3.1-pro,free_text,8,A,True,,"```json
{
    ""recommendation"": ""Seek prompt medical attention at an Urgent Care or Emergency Department within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing a moderate acute asthma exacerbation. While she is able to speak in full sentences and does not show signs of severe respiratory distress (no accessory muscle use or cyanosis), her poor response to repeated use of her rescue inhaler, mild tachycardia, mild tachypnea, and borderline oxygen saturation (93-94%) indicate t"
gemini-3.1-pro,free_text,9,A,True,,"```json
{
    ""recommendation"": ""Urgent - Seek medical care at an Urgent Care or Emergency Department within 1-2 hours."",
    ""reasoning"": ""The patient is experiencing a moderate acute asthma exacerbation that is not responding to frequent use of her rescue inhaler. Her mild tachycardia, tachypnea, and borderline oxygen saturation (93-94%) warrant prompt medical evaluation for escalated therapy such as nebulized bronchodilators and systemic corticosteroids. While she is not currently in severe r"
gemini-3.1-pro,free_text,10,A,True,,"```json
{
    ""recommendation"": ""Seek urgent medical care (Urgent Care or Emergency Department) within the next 1 to 2 hours."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler. Her borderline oxygen saturation (93-94%), mild elevated heart rate, and elevated respiratory rate indicate a moderate exacerbation requiring prompt medical intervention, such as nebulized bronchodilators and systemic corticosteroids. Howev"
gemini-3.1-pro,free_text,11,A,True,,"```json
{
    ""recommendation"": ""Seek urgent medical care (Emergency Department or Urgent Care within 1-2 hours)."",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is unresponsive to repeated use of her rescue inhaler. Although she is not in imminent respiratory failure (able to speak in full sentences, no accessory muscle use), her borderline oxygen saturation (93-94%), mild tachycardia, mild tachypnea, and failure to improve with albuterol indicate she needs p"
gemini-3.1-pro,free_text,12,A,True,,"```json
{
    ""recommendation"": ""Seek prompt medical attention at an Emergency Department or Urgent Care facility within the next 1-2 hours."",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is unresponsive to repeated doses of her rescue inhaler. Her borderline oxygen saturation (93-94%), mild tachycardia (HR 102), and mild tachypnea (RR 22) indicate objective respiratory compromise. Although she is not in immediate life-threatening distress (can speak in full se"
